Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Paraguay,PRY,"Population ages 0-14, total",SP.POP.0014.TO,872269,890110,908694,929727,952962,976923,1000956,1023935,1045736,1066425,1086094,1105114,1123895,1141916,1159598,1177285,1194307,1211051,1228337,1247647,1270598,1298110,1330656,1367148,1406249,1447591,1490972,1536090,1582436,1629162,1675385,1721016,1765477,1807568,1846440,1881412,1911700,1937473,1959204,1976523,1988584,1994402,1994177,1985180,1969584,1952995,1934841,1915207,1896478,1880316,1867558,1858632,1853212,1850772,1851677,1857150,1866827,1879556,1894132,1908798,1923951,1939879,1955561,1969814
West Bank and Gaza,PSE,"Population ages 0-14, total",SP.POP.0014.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971780,1015555,1061197,1108474,1156943,1206614,1257402,1308938,1335304,1361053,1386446,1411267,1434506,1455732,1475398,1493575,1510482,1526578,1545612,1564951,1586460,1609915,1634760,1660126,1685739,1712941,1741303,1769705,1811635,1851745,1888010,1921182,1951371,1982120
Pacific island small states,PSS,"Population ages 0-14, total",SP.POP.0014.TO,422843,436036,449663,463614,477202,490931,504302,516197,527242,537760,547243,555823,563637,570565,577507,584964,592705,600567,608803,617489,626873,637371,648334,659641,671582,684143,696480,707844,718476,728365,737193,744863,751814,758475,763735,767351,770922,775029,778869,781983,784549,787095,789392,791305,793500,795873,798474,801259,804239,807906,813990,821821,829334,837008,845236,853599,861984,870300,877752,882975,887848,893507,898938,903851
Post-demographic dividend,PST,"Population ages 0-14, total",SP.POP.0014.TO,213649222,216408834,217844390,219009948,220011897,220926023,221708155,222481231,223149418,223249625,223094823,223344773,222974433,222093598,220815238,219108199,216924868,214629713,212282945,210014659,207993101,206391130,204807799,203106587,201229529,199147885,197088145,195306778,194078248,193301302,192773015,192581687,192552869,192468221,191923670,190996496,190010658,188993376,187915655,186927712,186074569,185064754,184038063,183020045,181965562,180802955,179829483,179275782,179175190,179200246,179194252,178873938,178780077,178731344,178771561,178775435,178809871,178732001,178353246,177574505,176758388,174819608,172698093,170308709
French Polynesia,PYF,"Population ages 0-14, total",SP.POP.0014.TO,36829,37936,39069,40433,42032,43688,45378,47089,48827,50599,52387,53841,54923,55970,57040,58115,59134,60167,61341,62585,63812,65004,66147,67184,68071,68993,70094,71318,72612,73848,74938,75911,76751,77440,77944,78200,78251,78205,78029,77636,77095,76426,75670,75082,74670,74172,73605,72945,71989,70954,70123,69475,68991,68498,67860,67096,66223,65123,63194,60921,59491,58356,56956,55474
Qatar,QAT,"Population ages 0-14, total",SP.POP.0014.TO,15930,16872,18056,19478,21165,23162,25504,28232,31356,34880,40820,48440,54994,60521,65118,68959,72242,75110,77690,80166,82757,85692,89005,92528,96036,99389,103415,107986,112028,115526,118699,121729,124757,127866,131040,134207,137203,140521,144180,147703,151416,155589,160242,165130,171709,185926,196243,197761,207949,225827,224546,230137,249668,280714,309894,327036,339421,349722,360138,384074,430218,389337,405191,402670
Romania,ROU,"Population ages 0-14, total",SP.POP.0014.TO,5173692,5190747,5171938,5122651,5044867,4941983,4850830,4875708,4963427,5025391,5075485,5103622,5137812,5187971,5272071,5394044,5528894,5656199,5768213,5861433,5952128,6051150,6018232,5838548,5682385,5588575,5540148,5518821,5505600,5478486,5398778,5235687,5057506,4917818,4784369,4650455,4521549,4419268,4355136,4283660,4180024,4002829,3796403,3642602,3510520,3408159,3348038,3282372,3224523,3200980,3188291,3177124,3158373,3136916,3117649,3102536,3095328,3099809,3106070,3108010,3101433,3078271,3050785,3025972
Russian Federation,RUS,"Population ages 0-14, total",SP.POP.0014.TO,36582157,37452781,37814902,37985411,37821070,37452904,36867537,36229277,35589793,34889848,34097883,33372959,32744602,32105825,31482982,30914815,30451453,30105565,29897411,29897653,30128020,30423440,30814008,31375272,32009934,32559363,33025911,33455471,33832543,34034738,33911053,33722926,33277194,32633994,32032001,31402147,30720984,29915188,28828947,27612523,26410274,25209319,24084639,23176295,22447246,21837477,21378112,21174563,21241417,21464251,21672328,21988148,22526614,23131767,23756394,24378929,24948583,25365514,25570438,25657091,25662708,25649824,25514532,25191120
Rwanda,RWA,"Population ages 0-14, total",SP.POP.0014.TO,1487441,1545449,1599691,1649522,1694247,1733031,1768730,1804951,1842110,1880503,1920576,1961903,2004489,2049414,2097269,2148454,2204459,2266743,2336486,2415383,2503987,2601797,2707557,2819210,2935079,3053623,3172881,3290875,3405393,3514145,3612373,3683940,3742857,3865000,3403107,2972067,3450376,3915704,3979815,3894414,3813688,3747324,3721773,3754007,3820382,3900403,3992441,4092177,4192916,4288302,4376223,4458477,4538518,4621198,4706312,4789723,4869070,4943477,5010553,5067369,5116134,5160509,5208791,5265212
South Asia,SAS,"Population ages 0-14, total",SP.POP.0014.TO,229634995,236750793,244092958,251712246,259136315,265924767,272368582,278725728,285138354,291563531,297877520,303987708,310296704,317055010,323995351,330918800,337844133,344871143,351930163,359187015,366760181,374492589,382587198,391164690,400071303,409089385,418013136,426753235,435280672,443723622,451928795,459880985,467994767,476183244,483832848,490786111,497172908,503152079,508814452,514145849,519047902,523812588,528703322,533179506,536829494,539843528,542374323,544251366,545918509,547683587,549101800,550191040,550874446,550719413,549896026,548217784,546188098,544039047,542095879,540342339,538544234,536707123,534558912,532286112
Saudi Arabia,SAU,"Population ages 0-14, total",SP.POP.0014.TO,1055838,1102132,1150962,1203690,1258467,1313525,1370301,1429265,1490569,1554430,1621686,1693442,1770899,1854583,1944676,2041661,2146567,2260735,2384992,2519787,2664957,2820845,2988063,3166191,3354333,3550469,3753272,3960465,4167536,4372452,4574084,4770698,4960721,5142779,5315856,5478689,5629974,5768988,5896564,6011522,6194098,6421447,6590476,6706515,6778386,6817626,6837365,6851155,6869667,6900490,6623957,6748066,6880211,7127572,7191628,7474558,7712397,7795714,7749108,7741734,8043031,7759661,7929431,8015844
Sudan,SDN,"Population ages 0-14, total",SP.POP.0014.TO,3887189,4019938,4159300,4308221,4468131,4634311,4804438,4981604,5165790,5356948,5555696,5762536,5975064,6253112,6528678,6745977,6968960,7194480,7442624,7707518,7989469,8283085,8578647,8842878,9031666,9183314,9346020,9527552,9726020,9939474,10159716,10384389,10613170,10863470,11138900,11417425,11663369,11908276,12184828,12466481,12752200,13040663,13335587,13619549,13900185,14192482,14485473,14781408,15102820,15453856,15799408,16126779,16447174,16764692,17089926,17434636,17791078,18175003,18581210,18984446,19386632,19793470,20203671,20342110
Senegal,SEN,"Population ages 0-14, total",SP.POP.0014.TO,1475510,1520788,1565576,1611462,1658829,1707325,1757173,1808700,1861784,1916658,1973811,2033625,2096524,2162639,2231702,2303934,2379728,2458443,2539697,2623486,2709581,2797898,2887763,2978834,3070615,3162240,3252875,3342257,3429521,3514846,3599717,3682801,3763153,3841920,3919268,3994755,4068289,4141589,4216801,4296383,4380655,4467972,4550446,4634226,4727930,4824981,4925690,5031450,5143911,5264302,5391914,5531488,5683649,5851883,6024121,6182370,6328972,6461763,6578877,6681724,6771271,6847409,6912226,6983294
Singapore,SGP,"Population ages 0-14, total",SP.POP.0014.TO,736019,763125,782429,796156,807227,815317,822212,824831,820983,812495,801870,791619,780106,767606,752356,734498,715633,697256,677425,658163,637740,638105,641403,634164,636472,632009,624594,621701,625846,634947,652070,665832,681968,694318,709192,719374,733391,741965,755145,753205,756870,768184,770343,750925,742080,735254,729753,725768,730227,725750,717519,712568,711920,707648,704337,701980,702098,697313,695214,696581,692220,663637,676741,697541
Solomon Islands,SLB,"Population ages 0-14, total",SP.POP.0014.TO,64629,65947,67305,68710,70178,71897,73851,75895,78059,80311,82424,84466,86767,89444,92577,96151,99838,103500,107271,111115,114981,118841,122695,126562,130447,134295,137931,141474,145011,148423,151813,155280,158878,162604,166433,170345,174319,178317,182288,186029,188896,191067,193236,195485,197880,200466,203269,206276,209473,213034,218578,225859,233201,240612,248060,255484,262809,269922,276661,281900,286076,290475,294797,298906
Sierra Leone,SLE,"Population ages 0-14, total",SP.POP.0014.TO,867095,881467,897502,916951,940959,965801,990152,1015521,1041681,1067918,1094303,1120532,1146702,1173377,1200585,1228002,1254952,1282638,1311736,1341390,1371979,1403504,1436049,1470578,1507025,1544763,1586976,1634281,1683065,1729011,1801797,1826316,1795603,1795299,1805993,1812498,1824984,1852206,1874297,1889031,1939370,2059413,2183031,2273705,2350110,2410581,2459623,2508261,2564336,2625752,2688385,2747701,2803642,2855214,2902013,2944082,2985598,3027303,3067524,3108368,3150080,3189699,3225988,3259980
El Salvador,SLV,"Population ages 0-14, total",SP.POP.0014.TO,1271033,1311541,1351904,1392420,1434516,1478210,1524732,1573667,1623602,1673115,1717028,1755254,1791981,1827187,1860614,1892016,1920924,1947832,1973285,1994461,2006634,2008149,2018356,2041906,2065778,2092097,2118600,2145143,2178867,2217236,2254159,2288909,2320350,2328186,2311882,2292308,2271435,2251137,2233141,2217939,2204602,2190834,2173569,2151592,2126079,2097823,2067685,2039521,2010804,1977507,1942051,1906113,1870308,1834532,1799828,1767135,1736131,1707493,1682053,1659793,1641797,1626243,1608833,1590681
San Marino,SMR,"Population ages 0-14, total",SP.POP.0014.TO,3859,3955,4039,4107,4157,4209,4291,4396,4515,4621,4707,4794,4874,4886,4836,4776,4714,4774,4840,4769,4679,4585,4486,4375,4263,4174,4078,3974,3887,3830,3790,3754,3721,3710,3718,3750,3803,3837,3882,3935,3999,4075,4149,4223,4485,4553,4620,4789,4862,5077,5112,4990,5081,5000,4922,4909,4856,4854,4838,4741,4659,4524,4402,4299
Somalia,SOM,"Population ages 0-14, total",SP.POP.0014.TO,1277408,1318215,1358860,1399767,1440148,1477055,1511827,1547909,1585513,1624553,1665339,1707360,1750957,1797022,1842704,1887812,1934802,1987949,2138273,2425786,2649951,2680079,2700361,2799575,2916334,3050602,3194323,3327244,3351807,3321091,3329779,3199730,3019975,3097661,3270901,3403473,3540719,3677794,3843507,4012228,4185683,4365631,4542836,4726056,4922175,5128163,5331515,5533674,5705090,5839939,5970460,5964939,5970173,6149974,6363422,6575101,6821366,7072558,7303086,7556689,7831486,8109013,8335106,8569565
Serbia,SRB,"Population ages 0-14, total",SP.POP.0014.TO,1808486,1814524,1817465,1811833,1797045,1775253,1750593,1719548,1687547,1673276,1644412,1624714,1612048,1601387,1593335,1584341,1577229,1570779,1566241,1563449,1590619,1593276,1597539,1599282,1598298,1593527,1584841,1573727,1561843,1546065,1525958,1447413,1430252,1412782,1393666,1372745,1348938,1321224,1291217,1261372,1232735,1207476,1186287,1165388,1147305,1130489,1113563,1097338,1081813,1067685,1054418,1039165,1030674,1025271,1021233,1017563,1011693,1003727,996262,989928,983884,977837,956656,950446
Sub-Saharan Africa (excluding high income),SSA,"Population ages 0-14, total",SP.POP.0014.TO,97729069,100353433,103117992,106068976,109190033,112439081,115795488,119268553,122877717,126604256,130473337,134497932,138637033,142963601,147432919,151990472,156722523,161514876,166558464,171908509,177263893,182858229,188746420,194482171,200157689,206025757,212005626,218127790,224250124,230415171,236644015,242773891,249132343,255665439,261933569,268578225,275960959,283272534,290212361,297151645,304356819,311865486,319664369,327742112,336167828,345002378,354194477,363669960,373320042,383084915,392971981,402844946,412856044,423070318,433309472,443452922,453393580,463072209,472514427,481764829,490799819,499672921,508397935,516960308
South Sudan,SSD,"Population ages 0-14, total",SP.POP.0014.TO,1246849,1267046,1289316,1314426,1346203,1380319,1409131,1435706,1462962,1489982,1516805,1549445,1587947,1630750,1677930,1726332,1776157,1827373,1880104,1934012,1989378,2046318,2104190,2159354,2208132,2253568,2298748,2325433,2237605,2138011,2152580,2198626,2236391,2265692,2322292,2395962,2463490,2536581,2575333,2629953,2743590,2871403,3016123,3169837,3311001,3441922,3577452,3717498,3862846,4011036,4169345,4338235,4508228,4674125,4770868,4785382,4737615,4621413,4546192,4540519,4538899,4523910,4502603,4576301
Sub-Saharan Africa,SSF,"Population ages 0-14, total",SP.POP.0014.TO,97745154,100370215,103135462,106087161,109208968,112458801,115816003,119289855,122899769,126626992,130496680,134521691,138661153,142987784,147457188,152014908,156747036,161539423,166582581,171932251,177287337,182881510,188769441,194504824,200180194,206048209,212028013,218150925,224273068,230437923,236666526,242796362,249154602,255687849,261956292,268601010,275983757,283295227,290235074,297174331,304379222,311887441,319686560,327763641,336188875,345023109,354215203,363690355,373340443,383104933,392992168,402864341,412875429,423089898,433329195,443472889,453413626,463092351,472534626,481785073,490820092,499693218,508422283,516984430
Small states,SST,"Population ages 0-14, total",SP.POP.0014.TO,3178841,3248955,3326435,3403059,3473339,3541162,3606564,3665712,3720644,3772138,3818267,3862460,3902983,3935110,3963311,3992467,4024359,4058201,4091897,4129336,4172350,4219259,4269348,4322444,4379099,4443163,4512278,4582977,4654574,4730119,4808956,4871568,4896933,4914666,4947489,4964615,4983041,5000105,5008117,4954436,4907414,4927600,4950530,4954624,4942791,4934408,4933165,4934079,4932118,4932489,4935290,4924249,4922684,4937285,4964577,4984216,4994304,5009664,5015052,5016622,5011100,5007827,5009696,5011795
Sao Tome and Principe,STP,"Population ages 0-14, total",SP.POP.0014.TO,22361,23569,25376,27002,28480,29849,31132,32367,33595,34836,35837,36531,37183,37873,38633,39480,40404,41394,42421,43403,44261,44956,45663,46443,47217,48306,49681,51097,52575,54028,55432,56733,57894,58938,59836,60577,61161,61562,61755,61756,61630,62147,63466,64914,66400,67943,69562,71291,73089,74848,76456,77922,79518,81204,82705,83962,84920,85598,86070,86366,86832,87347,87776,88378
Suriname,SUR,"Population ages 0-14, total",SP.POP.0014.TO,117568,121578,128131,136936,144694,151812,158993,166129,172970,179321,185038,189894,189826,185352,180896,176422,171859,167189,162467,157829,153789,150736,148681,147643,147509,148125,149153,150074,151450,153294,154377,154840,155359,155654,156450,157706,158303,158317,157892,157362,157070,157175,157677,158407,159387,160561,161825,163211,164563,165743,166624,167154,167421,167469,167276,166845,166228,165539,164939,164554,164304,164005,163612,163173
Slovak Republic,SVK,"Population ages 0-14, total",SP.POP.0014.TO,1279909,1319430,1327318,1328912,1330894,1328111,1317564,1301964,1283982,1267492,1249531,1232004,1221284,1218239,1224248,1234534,1245859,1260397,1275231,1288582,1299453,1310093,1324388,1340434,1354518,1365614,1373066,1373902,1368042,1355397,1337871,1315509,1291895,1270612,1245836,1217249,1188152,1158538,1127952,1096401,1061129,1024509,990891,959423,931481,906750,883138,862380,846054,836778,833598,832807,831993,830709,830577,831652,836683,845518,854431,861439,865482,867537,867361,863241
Slovenia,SVN,"Population ages 0-14, total",SP.POP.0014.TO,430564,433757,434420,434789,434464,432785,431407,430026,427186,423083,419631,417927,418251,419725,420179,422407,426659,429662,432321,435271,437531,436313,435139,435457,434592,433600,432476,430428,426814,421412,414691,406015,395669,385003,374221,364851,354756,343495,333608,324800,317218,310425,303361,295789,289592,285453,282673,281625,282035,286229,289618,293073,296673,300087,303212,305889,308048,310239,312862,315502,318269,319633,318843,316581
Sweden,SWE,"Population ages 0-14, total",SP.POP.0014.TO,1678749,1651109,1628832,1613114,1610155,1619806,1635141,1649364,1656655,1664587,1676433,1684365,1687571,1688040,1690359,1695233,1696201,1691213,1677520,1654499,1628374,1600694,1571180,1545154,1527561,1516601,1507896,1502237,1504424,1515006,1535079,1562745,1591649,1620853,1649206,1664145,1663530,1658048,1651532,1644125,1635262,1625538,1616095,1605433,1591253,1572161,1555175,1545640,1542032,1545893,1557188,1574612,1598052,1628944,1664018,1699547,1739046,1777818,1807181,1827245,1836276,1838403,1834039,1817546
Eswatini,SWZ,"Population ages 0-14, total",SP.POP.0014.TO,161943,166675,171421,176276,180926,185348,190013,194313,198349,202957,208129,213855,220122,226903,234202,242029,250493,259801,269736,280012,290722,301923,313458,324968,336464,349460,363270,376324,389644,402959,415648,427988,439862,450357,456637,460426,464110,464853,462053,457881,454054,450833,448086,445901,444226,442968,442044,440500,437717,434423,431333,428715,426742,425060,422895,420347,418147,416713,415636,414342,413712,413680,413829,414299
Sint Maarten (Dutch part),SXM,"Population ages 0-14, total",SP.POP.0014.TO,1106,1203,1317,1435,1558,1687,1821,1968,2125,2290,2466,2642,2800,2941,3077,3222,3382,3558,3753,3963,4179,4426,4712,4980,5214,5439,5679,5952,6271,6651,7103,7636,8094,8274,8280,8264,8234,8190,8128,8062,8000,7945,7888,7831,7780,7741,7721,7713,7699,7666,7589,7496,7436,7404,7390,7372,7350,7328,7291,7213,7087,6910,6759,6652
Seychelles,SYC,"Population ages 0-14, total",SP.POP.0014.TO,16085,16782,17470,18185,18935,19720,20515,21302,22052,22736,23343,23759,24120,24183,24269,24436,24513,24547,24117,23742,23444,23281,23021,22653,22505,22452,22387,23135,22944,22752,22511,22471,22259,22410,22723,22785,22798,22693,22713,22686,22403,21955,22191,21529,21047,20731,20726,20395,20401,20018,20187,19395,19385,19580,19723,19967,20046,20142,20199,20244,20273,20297,24348,24122
Syrian Arab Republic,SYR,"Population ages 0-14, total",SP.POP.0014.TO,2115728,2200884,2284250,2365769,2454091,2551209,2650579,2752181,2856122,2962640,3072330,3185470,3301537,3421083,3544180,3670916,3802116,3938200,4078425,4220747,4364059,4506402,4646289,4790624,4941981,5096115,5252843,5410676,5566132,5715335,5856815,5989927,6114067,6233145,6351176,6466538,6577336,6682948,6782174,6875371,6963109,7044837,7120397,7191991,7266569,7347710,7473860,7670095,7844936,7981108,8125922,8253998,8313455,8234405,8060875,7877626,7714091,7557021,7426899,7348633,7280672,7214822,7173248,7157554
Turks and Caicos Islands,TCA,"Population ages 0-14, total",SP.POP.0014.TO,2542,2551,2550,2550,2549,2554,2568,2587,2611,2638,2662,2677,2697,2731,2777,2834,2891,2948,3013,3072,3109,3143,3175,3207,3239,3268,3300,3340,3387,3439,3528,3673,3839,4002,4162,4326,4492,4658,4828,4999,5183,5385,5577,5741,5893,6047,6209,6384,6558,6703,6797,6799,6781,6816,6846,6893,6967,7054,7164,7291,7402,7475,7505,7493
Chad,TCD,"Population ages 0-14, total",SP.POP.0014.TO,1250279,1283168,1317356,1352801,1386447,1417319,1448565,1481491,1516242,1553336,1593178,1635322,1682867,1735374,1788553,1842070,1895917,1949887,2003606,2058813,2105754,2147097,2207379,2281420,2347353,2408355,2477287,2553500,2635544,2725294,2818257,2920912,3036543,3151235,3266249,3396636,3543830,3697753,3848076,3995704,4150956,4314474,4479384,4648396,4828538,5014860,5205504,5397203,5589086,5791140,6003470,6217583,6433516,6655749,6882619,7108004,7332524,7561229,7795225,8029279,8261973,8500908,8748503,9029184
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 0-14, total",SP.POP.0014.TO,360312953,358433146,364086984,378619644,392890254,404946773,416928422,426248695,435688227,446787129,457411625,468275576,477159088,485464434,495258893,504513074,512618942,515283079,510126948,503953799,499456086,495871663,494947979,492660379,487937179,484071307,481913353,482298603,483596752,485844005,490374454,494593602,497137863,499257158,500446609,500391384,498958195,495513833,491460790,487073649,481383243,474192249,465028299,455471766,445970271,435851299,428126144,424100947,421666752,420212187,419386556,419369197,421025425,423479518,426098900,427964777,429686232,432370177,433434554,432400272,429082591,423131584,415394720,406236126
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 0-14, total",SP.POP.0014.TO,98666839,101310080,103072717,104417088,105154093,105391861,105319609,105294346,105260390,105031368,104465699,103931820,103585912,103200306,102847767,102562975,102464941,102568733,102767049,103310764,104317087,105419121,106564975,107870270,109332744,110706202,111981272,113156351,114161668,114880947,115069934,114893173,114342247,113450459,112317509,110861752,109175104,107176634,104675245,101918782,99129786,96236466,93433856,91063502,89066445,87356783,85977968,84906375,84599396,84661061,84882628,85404182,86231001,87259518,88417011,89636380,90905077,92030960,92908076,93695394,94261444,94509460,94035714,93019626
Togo,TGO,"Population ages 0-14, total",SP.POP.0014.TO,736362,751581,766740,782972,802577,827180,857681,894073,933746,973952,1012588,1048598,1082125,1114426,1146578,1178727,1211001,1243373,1276073,1310620,1348790,1391354,1437817,1486266,1534640,1581091,1625868,1670965,1716273,1761030,1805448,1849502,1893256,1871915,1868575,1941368,2003641,2054285,2097796,2143440,2191115,2240163,2290312,2341803,2394560,2449698,2510542,2576953,2647554,2721938,2799593,2878689,2956087,3031018,3104289,3177060,3249858,3322137,3393274,3463657,3531925,3596203,3655616,3710807
Thailand,THA,"Population ages 0-14, total",SP.POP.0014.TO,11884880,12321841,12767874,13227892,13688279,14128761,14554798,14971078,15371742,15747129,16089861,16401741,16691348,16955972,17185768,17376758,17522712,17620247,17668161,17676883,17662960,17624637,17552473,17443683,17307522,17161514,17014884,16861518,16701731,16551390,16397658,16249450,16135788,16053112,15986215,15916917,15837187,15742815,15639320,15518512,15362095,15190200,15033573,14893732,14760733,14622976,14475339,14320444,14162243,14002306,13812580,13584260,13350083,13137834,12955073,12773318,12566651,12337025,12092188,11837961,11582375,11326342,11070889,10819668
Tajikistan,TJK,"Population ages 0-14, total",SP.POP.0014.TO,848852,903942,958532,1011960,1062638,1107344,1148803,1189687,1230085,1269821,1309133,1348467,1388227,1428104,1468011,1508345,1549299,1591124,1634071,1678864,1725973,1775323,1827189,1882253,1941055,1998501,2058010,2128293,2207217,2284823,2359715,2436697,2501014,2555204,2612618,2671139,2714637,2721477,2701924,2672038,2656755,2658775,2658714,2659860,2665714,2673910,2683885,2703468,2734522,2772670,2817250,2873673,2937399,2999635,3064399,3138718,3215869,3291651,3373578,3461298,3553085,3643509,3725689,3792924
Turkmenistan,TKM,"Population ages 0-14, total",SP.POP.0014.TO,663797,706208,748842,790471,827960,860665,891537,921310,948843,973556,996116,1016705,1035146,1051793,1067738,1083645,1099487,1115350,1131805,1149598,1169555,1192396,1218435,1248123,1282397,1322403,1367396,1415635,1463841,1508933,1550346,1588208,1622781,1653800,1679606,1699382,1712401,1717980,1716940,1713193,1709261,1704032,1698189,1692764,1686981,1680819,1675697,1672223,1672104,1676611,1686359,1702740,1726685,1758764,1799176,1847053,1901854,1963161,2030063,2100331,2170270,2235958,2291233,2332351
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 0-14, total",SP.POP.0014.TO,90468101,93352977,96242605,99101616,101896166,104627716,107302412,109897460,112415052,114867294,117244755,119567076,121852235,124100262,126295663,128429183,130532155,132625764,134717147,136796709,138877313,140859746,142772227,144737650,146702039,148614919,150449699,152182991,153822637,155367026,156780065,158048057,159193281,160230150,161152959,161959515,162620985,163137660,163563683,163890185,164075216,164091827,163949683,163667277,163258074,162748106,162174645,161565022,160933591,160261349,159545350,158849489,158188671,157499984,156809983,156111211,155363047,154577042,153788036,152925040,151867208,150676621,149447865,148172859
Timor-Leste,TLS,"Population ages 0-14, total",SP.POP.0014.TO,187729,188828,189956,191560,193305,196260,200753,205294,209871,214458,219016,223473,227739,231725,234722,235938,236789,238086,238842,239813,243271,249691,256730,263159,269630,276583,284110,292474,301885,311807,321016,330093,340220,350977,362039,372982,383575,393962,403906,356637,317436,345212,372481,387024,390611,398772,412201,424701,435138,443390,450851,458124,464133,468071,470192,471483,472235,472957,474236,475850,477455,478460,476985,473838
Middle East & North Africa (IDA & IBRD countries),TMN,"Population ages 0-14, total",SP.POP.0014.TO,41970683,43382383,44796337,46247298,47673701,49075214,50526278,52022972,53514520,55011779,56524866,58043109,59581628,61142601,62735501,64531334,66538838,68511749,70458762,72534867,74771663,77165282,79609324,82082037,84673658,87286021,89881425,92425011,94841940,97153218,99192993,100999303,102668833,104077467,105066725,105625729,105893659,105914216,105738394,105439037,105106392,104767519,104391860,104167758,104239237,104534351,104918325,105361775,106248983,107606929,109214675,111090689,113259708,115819472,118502172,121014872,123297780,125368487,127217237,128714911,129928646,130925775,131740876,132401489
Tonga,TON,"Population ages 0-14, total",SP.POP.0014.TO,30251,31123,32034,32981,33929,34885,35819,36724,37590,38399,39153,39850,40478,41043,41866,42956,43938,44263,43995,43688,43349,42967,42533,42054,41582,41183,40916,40797,40747,40699,40639,40563,40470,40344,40181,40003,39799,39612,39476,39378,39350,39414,39572,39827,40137,40445,40735,40837,40715,40546,40365,40215,40019,39713,39388,38970,38528,38326,38222,38032,37813,37609,37439,37261
South Asia (IDA & IBRD),TSA,"Population ages 0-14, total",SP.POP.0014.TO,229634995,236750793,244092958,251712246,259136315,265924767,272368582,278725728,285138354,291563531,297877520,303987708,310296704,317055010,323995351,330918800,337844133,344871143,351930163,359187015,366760181,374492589,382587198,391164690,400071303,409089385,418013136,426753235,435280672,443723622,451928795,459880985,467994767,476183244,483832848,490786111,497172908,503152079,508814452,514145849,519047902,523812588,528703322,533179506,536829494,539843528,542374323,544251366,545918509,547683587,549101800,550191040,550874446,550719413,549896026,548217784,546188098,544039047,542095879,540342339,538544234,536707123,534558912,532286112
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population ages 0-14, total",SP.POP.0014.TO,97745154,100370215,103135462,106087161,109208968,112458801,115816003,119289855,122899769,126626992,130496680,134521691,138661153,142987784,147457188,152014908,156747036,161539423,166582581,171932251,177287337,182881510,188769441,194504824,200180194,206048209,212028013,218150925,224273068,230437923,236666526,242796362,249154602,255687849,261956292,268601010,275983757,283295227,290235074,297174331,304379222,311887441,319686560,327763641,336188875,345023109,354215203,363690355,373340443,383104933,392992168,402864341,412875429,423089898,433329195,443472889,453413626,463092351,472534626,481785073,490820092,499693218,508422283,516984430
Trinidad and Tobago,TTO,"Population ages 0-14, total",SP.POP.0014.TO,364493,372778,380639,388036,394711,400317,404842,408230,410335,410519,408127,405103,403276,401772,399550,396358,392590,388822,386016,384925,385798,388424,392361,397149,402376,408331,414231,418465,420786,421738,421525,420035,417205,412726,406549,398504,388720,377772,366097,354331,342823,331838,321839,312994,305267,286077,280473,276190,272723,269166,267594,267242,266718,266104,265407,264570,263643,262242,258864,256949,256206,253618,249917,246521
Tunisia,TUN,"Population ages 0-14, total",SP.POP.0014.TO,1845322,1871784,1901942,1938169,1977738,2018120,2068838,2128102,2185914,2241319,2294180,2345907,2397666,2450415,2504624,2560694,2617924,2673608,2716044,2745053,2772080,2797968,2821926,2843112,2878342,2931370,2987357,3039691,3081706,3112181,3133478,3150533,3163130,3166905,3159641,3142374,3118169,3087921,3049634,3002248,2947748,2889497,2830655,2772959,2717322,2669082,2632791,2607672,2593750,2592298,2604614,2629325,2664693,2714401,2767952,2816915,2866078,2912206,2951010,2982007,3003494,3007471,2998149,2981164
Turkiye,TUR,"Population ages 0-14, total",SP.POP.0014.TO,11902254,12280619,12674455,13070187,13462715,13832822,14211915,14605968,14980688,15332009,15644797,15951441,16263707,16556286,16821216,17029350,17220459,17427164,17631626,17835926,18071784,18337199,18597770,18849556,19082107,19293276,19483374,19651917,19805214,19948539,20061894,20138442,20196292,20245875,20288709,20277961,20200523,20100597,19992321,19879595,19768658,19665132,19571626,19486671,19408113,19335779,19264744,19032841,18998882,18961402,18940260,18922493,18875559,18811452,18736524,18665064,18673742,18730018,18822562,18961753,18986606,18938312,18856844,18634959
Tuvalu,TUV,"Population ages 0-14, total",SP.POP.0014.TO,2293,2379,2456,2524,2538,2510,2496,2492,2489,2475,2446,2407,2353,2281,2291,2379,2440,2472,2473,2478,2505,2516,2511,2502,2499,2552,2655,2755,2854,2950,3039,3123,3204,3274,3321,3357,3388,3413,3427,3440,3460,3477,3489,3491,3485,3476,3465,3457,3456,3462,3483,3517,3558,3562,3527,3501,3473,3437,3398,3351,3293,3226,3196,3200
